"Type","Ticker","Contracts","Direction","Average_Price","Realized_Revenue","Realized_Cost","Realized_Profit","Fees","Created"
"trade","KXMLBGAME-25APR28MIALAD-LAD","20","No","40","0.00","0.00","$0.00","$0.34","Apr 29, 2025 at 1:07am EDT"
"settlement","KXMLBGAME-25APR28MIALAD-LAD","20","No","40","0.00","$8.00","-$8.00","0.00","Apr 29, 2025 at 1:30am EDT"
"trade","KXTRUMPMENTION-25APR29-KAM","29","Yes","42","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:01pm EDT"
"trade","KXTRUMPMENTION-25APR29-KAM","1","Yes","42","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:02pm EDT"
"trade","KXTRUMPMENTION-25APR29-ES","20","Yes","54","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:04pm EDT"
"trade","KXTRUMPMENTION-25APR29-AUTO","30","Yes","37","0.00","0.00","$0.00","$0.49","Apr 29, 2025 at 3:06pm EDT"
"trade","KXTRUMPMENTION-25APR29-GANG","15","Yes","75","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:09pm EDT"
"trade","KXTRUMPMENTION-25APR29-ES","10","Yes","54","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:11pm EDT"
"trade","KXTRUMPMENTION-25APR29-ES","20","Yes","54","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:11pm EDT"
"trade","KXTRUMPMENTION-25APR29-AUTO","20","Yes","36","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:13pm EDT"
"trade","KXTRUMPMENTION-25APR29-ALIEN","25","Yes","75","0.00","0.00","$0.00","$0.33","Apr 29, 2025 at 3:13pm EDT"
"trade","KXTRUMPMENTION-25APR29-ALIEN","1","Yes","75","0.00","0.00","$0.00","$0.02","Apr 29, 2025 at 3:13pm EDT"
"trade","KXTRUMPMENTION-25APR29-ES","6","No","41","$6.00","$5.70","+$0.30","0.00","Apr 29, 2025 at 3:14pm EDT"
"trade","KXTRUMPMENTION-25APR29-RECIP","30","Yes","68","0.00","0.00","$0.00","$0.46","Apr 29, 2025 at 3:15pm EDT"
"trade","KXTRUMPMENTION-25APR29-RECIP","20","Yes","68","0.00","0.00","$0.00","$0.31","Apr 29, 2025 at 3:16pm EDT"
"trade","KXTRUMPMENTION-25APR29-ALIEN","4","Yes","75","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:16pm EDT"
"trade","KXTRUMPMENTION-25APR29-GA","20","Yes","77","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:27pm EDT"
"trade","KXTRUMPMENTION-25APR29-GA","30","Yes","77","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:28pm EDT"
"trade","KXTRUMPMENTION-25APR29-ES","44","No","44","$44.00","$43.12","+$0.88","0.00","Apr 29, 2025 at 3:28pm EDT"
"trade","KXTRUMPMENTION-25APR29-GANG","18","Yes","76","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:34pm EDT"
"trade","KXTRUMPMENTION-25APR29-GANG","15","Yes","76","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:40pm EDT"
"trade","KXTRUMPMENTION-25APR29-ES","50","Yes","55","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 3:44pm EDT"
"trade","KXTRUMPMENTION-25APR29-AUTO","8","No","55","$8.00","$7.36","+$0.64","0.00","Apr 29, 2025 at 3:49pm EDT"
"trade","KXTRUMPMENTION-25APR29-AUTO","42","No","55","$42.00","$38.44","+$3.56","0.00","Apr 29, 2025 at 3:53pm EDT"
"trade","KXTRUMPMENTION-25APR29-RECIP","20","Yes","63","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 4:26pm EDT"
"trade","KXTRUMPMENTION-25APR29-GANG","2","Yes","75","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 4:31pm EDT"
"trade","KXTRUMPMENTION-25APR29-CHINA","10","No","6","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 4:31pm EDT"
"trade","KXTRUMPMENTION-25APR29-CHINA","3","No","6","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 4:43pm EDT"
"trade","KXTRUMPMENTION-25APR29-CHINA","13","No","6","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 4:52pm EDT"
"trade","KXTRUMPMENTION-25APR29-CHINA","111","No","6","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 4:53pm EDT"
"trade","KXTRUMPMENTION-25APR29-RECIP","6","No","34","$6.00","$6.12","-$0.12","0.00","Apr 29, 2025 at 5:18pm EDT"
"trade","KXTRUMPMENTION-25APR29-GA","4","No","12","$4.00","$3.56","+$0.44","0.00","Apr 29, 2025 at 5:22pm EDT"
"trade","KXTRUMPMENTION-25APR29-CHINA","63","No","6","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 5:24pm EDT"
"trade","KXTRUMPMENTION-25APR29-GA","46","No","12","$46.00","$40.94","+$5.06","0.00","Apr 29, 2025 at 5:27pm EDT"
"trade","KXTRUMPMENTION-25APR29-RECIP","30","Yes","62","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 5:42pm EDT"
"trade","KXTRUMPMENTION-25APR29-ALIEN","20","Yes","72","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 5:43pm EDT"
"trade","KXTRUMPMENTION-25APR29-FENT","21","Yes","58","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 6:01pm EDT"
"trade","KXTRUMPMENTION-25APR29-RECIP","6","Yes","54","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 6:02pm EDT"
"trade","KXTRUMPMENTION-25APR29-ELON","30","No","30","0.00","0.00","$0.00","$0.45","Apr 29, 2025 at 6:13pm EDT"
"trade","KXTRUMPMENTION-25APR29-KAM","30","No","40","$30.00","$24.60","+$5.40","0.00","Apr 29, 2025 at 6:16pm EDT"
"trade","KXTRUMPMENTION-25APR29-ELON","20","No","30","0.00","0.00","$0.00","$0.30","Apr 29, 2025 at 6:18pm EDT"
"trade","KXTRUMPMENTION-25APR29-ELON","11","No","30","0.00","0.00","$0.00","$0.17","Apr 29, 2025 at 6:18pm EDT"
"trade","KXTRUMPMENTION-25APR29-ELON","19","No","30","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 6:18pm EDT"
"trade","KXTRUMPMENTION-25APR29-DOGE","20","No","37","0.00","0.00","$0.00","$0.33","Apr 29, 2025 at 6:26pm EDT"
"trade","KXTRUMPMENTION-25APR29-FENT","21","No","48","$21.00","$22.26","-$1.26","$0.37","Apr 29, 2025 at 6:32pm EDT"
"trade","KXTRUMPMENTION-25APR29-ISRA","9","No","43","0.00","0.00","$0.00","$0.16","Apr 29, 2025 at 6:42pm EDT"
"trade","KXTRUMPMENTION-25APR29-RECIP","47","No","86","$47.00","$72.23","-$25.23","$0.40","Apr 29, 2025 at 7:06pm EDT"
"trade","KXTRUMPMENTION-25APR29-RECIP","13","No","84","$13.00","$19.11","-$6.11","$0.13","Apr 29, 2025 at 7:06pm EDT"
"trade","KXTRUMPMENTION-25APR29-RECIP","22","No","85","$22.00","$32.38","-$10.38","$0.20","Apr 29, 2025 at 7:06pm EDT"
"trade","KXTRUMPMENTION-25APR29-RECIP","18","No","89","$18.00","$26.70","-$8.70","$0.13","Apr 29, 2025 at 7:06pm EDT"
"trade","KXTRUMPMENTION-25APR29-ES","50","No","1","$50.00","$28.00","+$22.00","$0.04","Apr 29, 2025 at 7:07pm EDT"
"trade","KXTRUMPMENTION-25APR29-ISRA","9","Yes","22","$9.00","$5.85","+$3.15","$0.11","Apr 29, 2025 at 7:10pm EDT"
"trade","KXTRUMPMENTION-25APR29-ALIEN","50","No","1","$50.00","$37.40","+$12.60","$0.04","Apr 29, 2025 at 7:13pm EDT"
"trade","KXTRUMPMENTION-25APR29-GANG","50","No","1","$50.00","$38.33","+$11.67","$0.04","Apr 29, 2025 at 7:13pm EDT"
"trade","KXTRUMPMENTION-25APR29-MAN","59","No","70","0.00","0.00","$0.00","$0.87","Apr 29, 2025 at 7:14pm EDT"
"trade","KXTRUMPMENTION-25APR29-MAN","14","No","69","0.00","0.00","$0.00","$0.21","Apr 29, 2025 at 7:14pm EDT"
"trade","KXNBAGAME-25APR29MILIND-MIL","30","Yes","26","0.00","0.00","$0.00","$0.41","Apr 29, 2025 at 7:36pm EDT"
"trade","KXTRUMPMENTION-25APR29-MAN","73","Yes","1","$73.00","$51.69","+$21.31","$0.06","Apr 29, 2025 at 7:37pm EDT"
"trade","KXNBAGAME-25APR29MILIND-MIL","20","Yes","79","0.00","0.00","$0.00","$0.24","Apr 29, 2025 at 8:29pm EDT"
"trade","KXNBASERIES-25MILIND-IND","9","No","15","0.00","0.00","$0.00","$0.03","Apr 29, 2025 at 8:51pm EDT"
"trade","KXNBAGAME-25APR29DETNYK-NYK","50","No","33","0.00","0.00","$0.00","$0.78","Apr 29, 2025 at 8:57pm EDT"
"settlement","KXNBASERIES-25MILIND-IND","9","No","15","0.00","$1.35","-$1.35","0.00","Apr 29, 2025 at 9:02pm EDT"
"settlement","KXNBAGAME-25APR29MILIND-MIL","50","Yes","47","0.00","$23.60","-$23.60","0.00","Apr 29, 2025 at 9:12pm EDT"
"trade","KXNBAGAME-25APR29ORLBOS-BOS","50","No","30","0.00","0.00","$0.00","0.00","Apr 29, 2025 at 9:29pm EDT"
"settlement","KXTRUMPMENTION-25APR29-ELON","80","No","30","0.00","$24.00","-$24.00","0.00","Apr 29, 2025 at 9:56pm EDT"
"settlement","KXTRUMPMENTION-25APR29-DOGE","20","No","37","0.00","$7.40","-$7.40","0.00","Apr 29, 2025 at 9:58pm EDT"
"settlement","KXTRUMPMENTION-25APR29-CHINA","200","No","6","0.00","$12.00","-$12.00","0.00","Apr 29, 2025 at 10:06pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","50","Yes","17","0.00","0.00","$0.00","$0.13","Apr 29, 2025 at 10:15pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","14","Yes","16","0.00","0.00","$0.00","$0.04","Apr 29, 2025 at 10:16pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","13","Yes","16","0.00","0.00","$0.00","$0.04","Apr 29, 2025 at 10:16pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","50","No","81","$50.00","$49.00","+$1.00","$0.13","Apr 29, 2025 at 10:16pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","73","Yes","16","0.00","0.00","$0.00","$0.19","Apr 29, 2025 at 10:17pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","20","No","81","$20.00","$19.40","+$0.60","$0.05","Apr 29, 2025 at 10:17pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","7","No","81","$7.00","$6.79","+$0.21","$0.02","Apr 29, 2025 at 10:17pm EDT"
"trade","KXNBASERIES-25DETNYK-NYK","200","No","17","0.00","0.00","$0.00","$0.50","Apr 29, 2025 at 10:17pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","1","No","81","$1.00","$0.97","+$0.03","$0.01","Apr 29, 2025 at 10:17pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","2","No","81","$2.00","$1.94","+$0.06","$0.01","Apr 29, 2025 at 10:17pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","70","No","81","$70.00","$67.90","+$2.10","$0.18","Apr 29, 2025 at 10:17pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","200","Yes","17","0.00","0.00","$0.00","$0.50","Apr 29, 2025 at 10:18pm EDT"
"trade","KXNBASERIES-25DETNYK-NYK","200","No","15","0.00","0.00","$0.00","$0.50","Apr 29, 2025 at 10:18pm EDT"
"trade","KXNBASERIES-25DETNYK-NYK","200","No","15","0.00","0.00","$0.00","$0.50","Apr 29, 2025 at 10:19pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","60","No","82","$60.00","$59.40","+$0.60","$0.15","Apr 29, 2025 at 10:24pm EDT"
"trade","KXNBASERIES-25DETNYK-NYK","160","Yes","82","$160.00","$158.40","+$1.60","$0.40","Apr 29, 2025 at 10:24pm EDT"
"trade","KXNBASERIES-25DETNYK-NYK","440","Yes","82","$440.00","$427.60","+$12.40","$1.10","Apr 29, 2025 at 10:24pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","26","No","82","$26.00","$25.74","+$0.26","$0.07","Apr 29, 2025 at 10:25pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","126","Yes","17","0.00","0.00","$0.00","$0.32","Apr 29, 2025 at 10:25pm EDT"
"trade","KXNBASERIES-25DETNYK-NYK","200","No","17","0.00","0.00","$0.00","$0.50","Apr 29, 2025 at 10:25pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","74","Yes","17","0.00","0.00","$0.00","$0.19","Apr 29, 2025 at 10:25pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","100","No","82","$100.00","$99.00","+$1.00","$0.25","Apr 29, 2025 at 10:25pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","5","No","82","$5.00","$4.95","+$0.05","$0.02","Apr 29, 2025 at 10:26pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","9","No","82","$9.00","$8.91","+$0.09","$0.03","Apr 29, 2025 at 10:26pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","191","No","82","$191.00","$189.09","+$1.91","$0.48","Apr 29, 2025 at 10:26pm EDT"
"trade","KXNBASERIES-25DETNYK-DET","9","No","82","$9.00","$8.91","+$0.09","$0.03","Apr 29, 2025 at 10:26pm EDT"
"settlement","KXNBAGAME-25APR29DETNYK-NYK","50","No","33","$50.00","$16.50","+$33.50","0.00","Apr 29, 2025 at 10:40pm EDT"
"trade","KXNBAGAME-25APR29ORLBOS-BOS","50","Yes","99","$50.00","$64.50","-$14.50","$0.04","Apr 29, 2025 at 10:41pm EDT"
"trade","KXNBASERIES-25DETNYK-NYK","200","Yes","82","$200.00","$198.00","+$2.00","$0.50","Apr 29, 2025 at 10:42pm EDT"
"trade","KXNBASERIES-25LACDEN-LAC","50","No","66","0.00","0.00","$0.00","$0.13","Apr 30, 2025 at 12:08am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","23","No","66","0.00","0.00","$0.00","$0.06","Apr 30, 2025 at 12:09am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","27","No","66","0.00","0.00","$0.00","$0.07","Apr 30, 2025 at 12:09am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","33","$100.00","$99.00","+$1.00","$0.25","Apr 30, 2025 at 12:09am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","65","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:09am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","33","$100.00","$98.00","+$2.00","$0.25","Apr 30, 2025 at 12:10am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","66","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:10am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","91","Yes","66","0.00","0.00","$0.00","$0.23","Apr 30, 2025 at 12:11am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","33","$100.00","$99.00","+$1.00","$0.25","Apr 30, 2025 at 12:12am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","67","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:12am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","25","No","32","$25.00","$24.50","+$0.50","$0.07","Apr 30, 2025 at 12:12am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","50","No","32","$50.00","$49.00","+$1.00","$0.13","Apr 30, 2025 at 12:13am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","67","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:13am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","16","No","32","$16.00","$15.68","+$0.32","$0.04","Apr 30, 2025 at 12:13am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","32","$100.00","$99.00","+$1.00","$0.25","Apr 30, 2025 at 12:14am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","31","$100.00","$98.00","+$2.00","$0.25","Apr 30, 2025 at 12:14am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","65","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:14am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","31","$100.00","$96.00","+$4.00","$0.25","Apr 30, 2025 at 12:14am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","2","Yes","67","0.00","0.00","$0.00","$0.01","Apr 30, 2025 at 12:15am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","46","Yes","67","0.00","0.00","$0.00","$0.12","Apr 30, 2025 at 12:15am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","48","No","31","$48.00","$47.04","+$0.96","$0.12","Apr 30, 2025 at 12:15am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:17am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","30","$100.00","$99.00","+$1.00","$0.25","Apr 30, 2025 at 12:18am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","Yes","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:18am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","No","30","$100.00","$99.00","+$1.00","$0.25","Apr 30, 2025 at 12:19am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:19am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","11","Yes","30","$11.00","$10.89","+$0.11","$0.03","Apr 30, 2025 at 12:19am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","89","Yes","30","$89.00","$88.11","+$0.89","$0.23","Apr 30, 2025 at 12:19am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:20am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","30","$100.00","$99.00","+$1.00","$0.25","Apr 30, 2025 at 12:20am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","Yes","68","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:21am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","78","No","30","$78.00","$76.44","+$1.56","$0.20","Apr 30, 2025 at 12:21am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","22","No","30","$22.00","$21.56","+$0.44","$0.06","Apr 30, 2025 at 12:22am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:23am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","30","$100.00","$99.00","+$1.00","$0.25","Apr 30, 2025 at 12:24am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:24am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","Yes","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:24am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","5","Yes","30","$5.00","$4.95","+$0.05","$0.02","Apr 30, 2025 at 12:24am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","95","Yes","30","$95.00","$94.05","+$0.95","$0.24","Apr 30, 2025 at 12:24am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:24am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","30","$100.00","$99.00","+$1.00","$0.25","Apr 30, 2025 at 12:24am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:25am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","30","$100.00","$99.00","+$1.00","$0.25","Apr 30, 2025 at 12:25am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","No","30","$100.00","$99.00","+$1.00","$0.25","Apr 30, 2025 at 12:25am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","40","Yes","69","0.00","0.00","$0.00","$0.10","Apr 30, 2025 at 12:26am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","60","Yes","69","0.00","0.00","$0.00","$0.15","Apr 30, 2025 at 12:26am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","30","No","30","$30.00","$29.70","+$0.30","$0.08","Apr 30, 2025 at 12:28am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","70","No","30","$70.00","$69.30","+$0.70","$0.18","Apr 30, 2025 at 12:29am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","Yes","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:30am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","No","67","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:33am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","20","No","30","$20.00","$19.80","+$0.20","$0.05","Apr 30, 2025 at 12:34am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","Yes","68","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:35am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","50","No","30","$50.00","$49.50","+$0.50","$0.13","Apr 30, 2025 at 12:35am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","2","Yes","69","0.00","0.00","$0.00","$0.01","Apr 30, 2025 at 12:35am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","70","No","30","$70.00","$68.90","+$1.10","$0.18","Apr 30, 2025 at 12:36am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","30","No","30","$30.00","$29.40","+$0.60","$0.08","Apr 30, 2025 at 12:36am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","30","No","30","$30.00","$29.40","+$0.60","$0.08","Apr 30, 2025 at 12:36am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","98","Yes","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:36am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","100","Yes","31","$100.00","$98.00","+$2.00","$0.25","Apr 30, 2025 at 12:36am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","No","30","$100.00","$99.00","+$1.00","$0.25","Apr 30, 2025 at 12:37am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","68","No","70","0.00","0.00","$0.00","$0.17","Apr 30, 2025 at 12:40am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","Yes","70","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:40am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","Yes","70","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:40am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","200","No","29","$200.00","$198.00","+$2.00","$0.50","Apr 30, 2025 at 12:40am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","200","Yes","70","0.00","0.00","$0.00","$0.50","Apr 30, 2025 at 12:41am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","29","Yes","28","$29.00","$28.42","+$0.58","$0.08","Apr 30, 2025 at 12:41am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","200","No","29","$200.00","$198.00","+$2.00","$0.50","Apr 30, 2025 at 12:42am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","32","No","70","0.00","0.00","$0.00","$0.08","Apr 30, 2025 at 12:42am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","200","Yes","70","0.00","0.00","$0.00","$0.50","Apr 30, 2025 at 12:42am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","32","Yes","29","$32.00","$31.68","+$0.32","$0.08","Apr 30, 2025 at 12:44am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","70","No","29","$70.00","$69.30","+$0.70","$0.18","Apr 30, 2025 at 12:45am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","Yes","69","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 12:45am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","69","No","29","$69.00","$68.31","+$0.69","$0.18","Apr 30, 2025 at 12:46am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","100","No","30","$100.00","$99.61","+$0.39","$0.25","Apr 30, 2025 at 12:46am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","40","Yes","69","0.00","0.00","$0.00","$0.10","Apr 30, 2025 at 12:46am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","56","Yes","69","0.00","0.00","$0.00","$0.14","Apr 30, 2025 at 12:46am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","4","Yes","69","0.00","0.00","$0.00","$0.01","Apr 30, 2025 at 12:46am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","25","Yes","69","0.00","0.00","$0.00","$0.07","Apr 30, 2025 at 12:48am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","75","Yes","69","0.00","0.00","$0.00","$0.19","Apr 30, 2025 at 12:48am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","10","No","30","$10.00","$9.90","+$0.10","$0.03","Apr 30, 2025 at 12:50am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","190","No","30","$190.00","$188.10","+$1.90","$0.48","Apr 30, 2025 at 12:52am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","10","Yes","30","$10.00","$10.00","$0.00","$0.03","Apr 30, 2025 at 12:55am EDT"
"trade","KXNBASERIES-25LACDEN-LAC","29","Yes","30","$29.00","$29.00","$0.00","$0.08","Apr 30, 2025 at 12:55am EDT"
"trade","KXNBASERIES-25LACDEN-DEN","61","No","33","$61.00","$62.22","-$1.22","$0.95","Apr 30, 2025 at 1:33am EDT"
"trade","KXMLBGAME-25APR30DETHOU-HOU","10","No","82","0.00","0.00","$0.00","$0.11","Apr 30, 2025 at 3:51pm EDT"
"trade","KXMLBGAME-25APR30ATLCOL-ATL","10","No","56","0.00","0.00","$0.00","$0.18","Apr 30, 2025 at 4:13pm EDT"
"settlement","KXMLBGAME-25APR30DETHOU-HOU","10","No","82","$10.00","$8.20","+$1.80","0.00","Apr 30, 2025 at 5:22pm EDT"
"settlement","KXMLBGAME-25APR30ATLCOL-ATL","10","No","56","$10.00","$5.60","+$4.40","0.00","Apr 30, 2025 at 5:38pm EDT"
"trade","KXNBASERIES-25MINLAL-MIN","100","Yes","85","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 10:28pm EDT"
"trade","KXNBASERIES-25MINLAL-MIN","100","No","13","$100.00","$98.00","+$2.00","$0.25","Apr 30, 2025 at 10:28pm EDT"
"trade","KXNBASERIES-25MINLAL-LAL","100","No","89","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 10:30pm EDT"
"trade","KXNBASERIES-25MINLAL-LAL","100","No","87","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 10:30pm EDT"
"trade","KXNBASERIES-25MINLAL-LAL","100","Yes","11","$100.00","$100.00","$0.00","$0.25","Apr 30, 2025 at 10:31pm EDT"
"trade","KXNBASERIES-25MINLAL-LAL","100","No","87","0.00","0.00","$0.00","$0.25","Apr 30, 2025 at 10:31pm EDT"
"trade","KXNBASERIES-25MINLAL-LAL","100","Yes","10","$100.00","$97.00","+$3.00","$0.25","Apr 30, 2025 at 10:31pm EDT"
"trade","KXNBASERIES-25MINLAL-LAL","20","Yes","11","$20.00","$19.60","+$0.40","$0.05","Apr 30, 2025 at 10:31pm EDT"
"trade","KXNBASERIES-25MINLAL-LAL","80","Yes","11","$80.00","$78.40","+$1.60","$0.20","Apr 30, 2025 at 10:32pm EDT"
